Column1,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120
70,2501.93,2530.50,2483.23,2451.75,2518.05,2356.45,2376.42,2317.08,2318.30,2287.98,2303.97,2222.17,2306.69,2185.45,2190.62,2159.06,2066.08,2040.19,1970.37,1854.80,1805.29,1698.78,1658.90,1605.93,1536.02,1506.17,1546.61,1481.33,1447.87,1433.61,1370.65,1350.29,1309.64,1292.84,1312.39,1261.66,1249.81,1280.32,1241.87,1338.94,1251.59,1233.88,1206.29,1198.79,1190.60,1181.86,1172.27,1161.77,1150.79,1139.42,1127.95,1116.55,1105.17,1093.56,1081.69,1069.82,1058.23,1046.65,1034.70,1022.68,1010.78,998.69,986.42,974.25,962.60,951.02,939.29,928.02,916.92,906.09,895.72,885.18,874.51,864.11,854.00,844.07,834.17,824.50,814.92,805.44,796.20,787.01,777.51,767.66,758.09,748.93,739.96,731.04,722.24,713.78,705.34,696.56,687.80,679.45,671.23,663.12,655.20,647.39,639.64,631.86,624.25,616.58,608.99,601.76,594.54,587.24,580.16,573.09,566.12,559.41,552.62,545.89,539.28,532.79,526.53,520.28,513.93,507.74,501.72,495.68,489.58,483.66,477.92,472.20,466.46,460.85,455.22,449.62,444.32,438.96,433.60,428.29,423.12,418.11,413.02,408.02,403.14,398.32,393.48,388.77
71,2739.99,2720.45,2660.33,2604.48,2670.72,2653.37,2573.87,2631.09,2542.66,2368.57,2483.26,2430.45,2496.71,2387.20,2399.64,2352.04,2320.45,2280.56,2215.14,2095.95,2002.43,1981.43,1895.51,1765.71,1731.31,1708.30,1647.69,1625.69,1557.91,1536.47,1490.09,1450.26,1425.85,1434.99,1452.75,1448.20,1337.77,1371.30,1303.45,1467.25,1386.82,1366.92,1335.92,1327.28,1318.53,1309.40,1299.48,1288.44,1276.69,1264.32,1251.61,1238.90,1226.13,1213.32,1200.45,1187.28,1174.06,1161.08,1148.25,1135.16,1121.81,1108.42,1095.02,1081.60,1068.27,1055.34,1042.55,1029.87,1017.53,1005.36,993.52,982.09,970.55,958.90,947.49,936.37,925.30,914.44,903.92,893.50,883.15,873.05,862.89,852.34,841.63,831.16,821.15,811.32,801.55,791.98,782.74,773.31,763.53,754.11,744.93,735.95,727.05,718.37,709.95,701.36,692.88,684.47,676.01,667.85,659.86,651.86,643.97,636.06,628.33,620.81,613.33,605.87,598.53,591.27,584.28,577.40,570.47,563.59,556.79,550.15,543.47,536.88,530.44,524.02,517.72,511.54,505.34,499.18,493.19,487.14,481.23,475.42,469.71,464.19,458.46,452.90,447.52,442.13,436.78,431.55
72,3096.70,3043.51,3000.58,2880.72,3058.47,2972.03,2872.40,2764.10,2890.51,2749.03,2716.10,2767.99,2730.31,2634.95,2642.79,2601.90,2623.91,2539.68,2472.04,2298.00,2253.72,2236.10,2168.99,2014.78,1985.46,1874.61,1838.14,1803.95,1723.09,1707.19,1693.52,1686.67,1623.52,1611.13,1581.71,1634.89,1565.06,1532.64,1498.62,1633.04,1544.14,1521.35,1486.22,1476.14,1466.34,1456.29,1445.69,1434.30,1421.78,1408.51,1394.77,1380.71,1366.31,1351.87,1337.53,1323.07,1308.36,1293.50,1279.00,1264.77,1250.07,1235.20,1220.44,1205.78,1190.90,1176.08,1161.90,1147.91,1133.92,1120.23,1106.86,1093.91,1081.29,1068.57,1055.72,1043.10,1030.88,1018.79,1006.82,995.22,983.75,972.27,961.02,949.94,938.53,926.71,915.16,904.08,893.22,882.53,872.02,861.68,851.24,840.60,830.24,820.22,810.31,800.61,791.04,781.63,772.33,762.98,753.70,744.42,735.28,726.44,717.83,709.05,700.39,691.99,683.60,675.37,667.16,659.04,651.19,643.42,635.77,628.20,620.60,613.13,605.79,598.58,591.36,584.18,577.12,570.22,563.37,556.53,549.77,543.03,536.47,530.02,523.70,517.49,511.21,505.02,498.86,492.78,486.87,481.05
73,3365.51,3394.20,3300.11,3201.85,3337.30,3203.20,3138.38,3140.09,3098.53,3104.21,3091.78,2918.85,3083.54,2877.63,2937.46,2889.21,2888.20,2804.34,2757.30,2556.10,2563.07,2473.73,2414.21,2300.61,2142.03,2107.24,2083.71,2062.53,1927.56,1888.56,1776.14,1846.08,1848.65,1772.29,1836.03,1787.05,1779.99,1712.61,1665.05,1812.34,1726.03,1700.04,1659.93,1647.74,1636.33,1624.90,1613.28,1601.25,1588.19,1574.01,1559.03,1543.58,1527.67,1511.51,1495.30,1479.18,1462.96,1446.48,1429.89,1413.72,1397.70,1381.32,1364.70,1348.27,1331.96,1315.38,1299.03,1283.46,1268.03,1252.56,1237.54,1222.79,1208.41,1194.35,1180.37,1166.33,1152.52,1138.97,1125.45,1112.30,1099.36,1086.62,1074.11,1061.73,1049.44,1036.72,1023.69,1010.99,998.69,986.85,975.09,963.30,951.83,940.31,928.77,917.30,906.19,895.47,884.63,873.92,863.65,853.38,842.98,832.72,822.41,812.39,802.82,793.14,783.42,773.87,764.53,755.42,746.25,737.19,728.36,719.48,710.83,702.45,694.04,685.63,677.41,669.37,661.36,653.43,645.49,637.76,630.02,622.33,614.87,607.39,600.07,592.94,585.87,578.81,571.79,564.88,558.03,551.24,544.63,538.11
74,3760.54,3702.15,3665.26,3556.48,3608.34,3633.26,3482.50,3479.54,3428.21,3312.67,3336.14,3316.79,3254.46,3204.90,3212.03,3143.58,3072.54,3087.92,3064.98,2951.42,2772.85,2752.11,2724.06,2585.54,2482.65,2438.11,2315.69,2300.55,2151.95,2078.18,2048.32,2055.70,2041.96,1983.25,2049.47,1924.61,1915.91,1967.18,1882.67,1998.09,1934.81,1905.19,1859.23,1844.15,1830.46,1817.32,1804.23,1790.95,1777.11,1762.19,1745.98,1729.07,1711.72,1693.84,1675.48,1657.22,1639.30,1621.18,1602.62,1584.01,1565.87,1547.91,1529.56,1511.00,1492.63,1474.32,1456.09,1438.31,1421.08,1403.99,1386.76,1370.13,1353.97,1337.92,1322.37,1307.05,1291.50,1275.96,1260.89,1246.21,1231.71,1217.45,1203.36,1189.43,1175.63,1161.95,1147.90,1133.51,1119.45,1105.92,1092.79,1079.69,1066.56,1053.86,1041.38,1028.53,1015.83,1003.66,991.60,979.52,967.79,956.39,945.02,933.53,922.15,910.82,899.73,888.93,878.16,867.46,856.97,846.74,836.57,826.52,816.58,806.60,796.80,787.36,778.01,768.67,759.45,750.33,741.37,732.47,723.54,714.87,706.25,697.69,689.31,680.97,672.76,664.66,656.63,648.81,640.99,633.23,625.60,618.03,610.63,603.33
75,4196.76,4173.00,4060.02,3927.20,4117.88,3954.83,3812.68,3775.03,3812.36,3659.87,3600.99,3667.90,3599.92,3369.49,3595.58,3488.25,3463.45,3298.03,3341.51,3230.29,3130.59,3149.77,3079.60,2899.80,2800.67,2691.39,2565.97,2533.34,2383.42,2318.04,2253.93,2271.28,2270.34,2228.35,2253.14,2169.65,2217.55,2187.71,2056.77,2303.33,2171.91,2138.03,2085.37,2066.96,2050.26,2034.81,2019.87,2004.98,1989.76,1973.80,1956.73,1938.43,1919.32,1899.58,1879.10,1858.64,1838.37,1818.17,1797.70,1776.85,1756.07,1735.73,1715.66,1695.06,1674.32,1653.99,1633.97,1613.94,1593.96,1574.70,1555.84,1537.03,1518.63,1500.52,1482.75,1465.60,1448.59,1431.30,1414.24,1397.63,1381.30,1365.20,1349.32,1333.76,1318.32,1303.11,1287.94,1272.31,1256.41,1240.88,1225.86,1211.23,1196.66,1182.18,1168.19,1154.25,1140.06,1126.06,1112.44,1099.14,1085.84,1072.80,1060.27,1047.58,1034.85,1022.27,1009.62,997.19,985.26,973.50,961.72,950.05,938.68,927.52,916.30,905.16,894.22,883.55,873.07,862.63,852.26,842.08,832.10,822.00,812.05,802.27,792.58,783.08,773.66,764.27,754.97,745.89,736.80,727.97,719.32,710.68,702.11,693.62,685.23,677.03
76,4557.40,4615.55,4512.77,4313.79,4508.40,4282.22,4196.52,4230.47,4232.14,3993.54,4029.29,3981.33,4080.19,3782.64,3754.84,3897.97,3816.09,3758.09,3731.80,3594.07,3478.19,3483.53,3421.71,3238.19,3157.63,2969.15,2939.94,2891.10,2671.87,2645.08,2522.68,2548.95,2522.46,2472.04,2539.04,2558.18,2523.60,2407.37,2318.82,2606.34,2438.84,2400.19,2340.27,2318.27,2298.18,2279.54,2262.09,2245.29,2228.21,2210.53,2192.25,2172.96,2152.07,2130.22,2107.95,2085.20,2062.20,2039.44,2016.67,1993.60,1970.27,1946.89,1924.18,1901.72,1878.80,1855.92,1833.42,1811.16,1788.75,1766.73,1745.69,1724.73,1703.64,1683.25,1663.37,1643.78,1624.78,1605.85,1586.70,1567.85,1549.46,1531.28,1513.44,1495.86,1478.53,1461.46,1444.56,1427.80,1410.50,1392.95,1375.74,1358.96,1342.84,1326.73,1310.67,1295.24,1279.84,1264.21,1248.56,1233.34,1218.64,1203.93,1189.47,1175.56,1161.56,1147.49,1133.56,1119.55,1105.91,1092.77,1079.62,1066.43,1053.55,1040.96,1028.37,1016.00,1003.79,991.74,979.91,968.13,956.47,945.18,933.99,922.60,911.44,900.53,889.74,879.10,868.47,857.94,847.54,837.42,827.37,817.26,807.41,797.78,788.23,778.72,769.25,760.05
77,5107.82,5077.69,4867.07,4808.62,4888.40,4783.92,4628.67,4541.96,4631.96,4499.83,4516.12,4369.33,4528.30,4252.26,4196.52,4108.28,4270.03,4119.59,4073.14,3983.34,3864.30,3818.32,3843.21,3582.09,3509.28,3370.75,3284.47,3214.44,2980.60,2954.40,2879.74,2861.71,2846.59,2767.74,2741.42,2774.85,2752.30,2789.21,2620.88,2917.83,2738.38,2694.14,2626.86,2601.60,2577.55,2555.12,2534.36,2514.81,2495.51,2475.88,2455.89,2435.03,2412.78,2389.14,2364.60,2339.47,2313.92,2288.23,2262.49,2236.67,2210.83,2184.78,2158.78,2133.40,2108.28,2082.80,2057.39,2032.57,2007.95,1983.28,1958.86,1935.39,1912.23,1888.89,1866.45,1844.30,1822.49,1801.47,1780.47,1759.42,1738.63,1718.08,1697.98,1678.22,1658.67,1639.54,1620.54,1601.85,1583.29,1564.13,1544.67,1525.44,1507.01,1489.21,1471.46,1453.84,1436.49,1419.48,1402.08,1384.53,1367.89,1351.53,1335.17,1319.27,1303.81,1288.33,1272.78,1257.35,1241.90,1226.75,1212.08,1197.54,1183.05,1168.68,1154.64,1140.80,1126.97,1113.46,1100.14,1086.92,1073.95,1061.20,1048.59,1035.90,1023.30,1011.17,999.12,987.06,975.08,963.33,951.81,940.45,929.22,917.84,906.73,895.95,885.18,874.43,863.83,853.50
78,5650.39,5641.91,5495.91,5331.95,5351.01,5280.21,5148.09,5011.59,5104.29,4939.46,5021.23,4765.17,4939.05,4692.93,4744.94,4725.27,4464.68,4635.57,4624.06,4360.97,4208.81,4300.31,4226.51,4060.13,3993.80,3791.59,3635.90,3635.85,3394.82,3365.99,3225.14,3217.99,3152.41,3012.01,3113.29,3144.18,3177.99,3119.56,2960.15,3293.53,3076.26,3026.23,2951.12,2922.64,2894.77,2868.35,2843.89,2820.70,2798.42,2776.43,2754.14,2731.14,2707.32,2682.13,2655.03,2627.28,2599.15,2570.35,2541.21,2512.13,2483.44,2454.62,2425.46,2396.27,2367.77,2339.85,2311.78,2283.76,2256.22,2228.95,2201.51,2174.60,2148.65,2122.76,2097.06,2072.03,2047.38,2023.33,2000.08,1976.92,1953.38,1930.10,1907.52,1885.26,1863.29,1841.71,1820.37,1799.29,1778.53,1757.86,1736.69,1715.02,1693.77,1673.58,1653.86,1634.09,1614.34,1595.23,1576.27,1556.84,1537.60,1519.02,1500.92,1482.88,1465.19,1447.95,1430.72,1413.46,1396.38,1379.26,1362.52,1346.29,1330.13,1313.95,1298.04,1282.54,1267.15,1251.92,1236.87,1222.02,1207.34,1192.89,1178.77,1164.71,1150.71,1136.98,1123.22,1109.63,1096.36,1083.24,1070.28,1057.49,1044.82,1032.16,1019.72,1007.42,995.32,983.34,971.40,959.80
79,6231.00,6312.99,6098.24,5887.55,5992.22,6005.44,5722.20,5641.35,5733.10,5526.65,5481.96,5347.62,5516.55,5135.11,5326.07,5298.73,5072.36,4745.59,5069.73,4814.13,4718.80,4692.84,4815.51,4379.95,4449.72,4298.17,4184.25,4111.56,3905.22,3790.55,3594.06,3660.06,3599.72,3482.42,3542.83,3399.81,3457.25,3481.29,3438.34,3772.77,3460.84,3405.95,3323.01,3291.10,3259.91,3229.62,3200.61,3173.25,3147.23,3122.00,3096.92,3071.51,3045.26,3017.96,2989.06,2958.41,2927.08,2895.16,2862.46,2829.80,2797.34,2764.96,2732.54,2699.73,2667.03,2635.41,2604.47,2573.29,2542.18,2511.62,2481.28,2450.85,2420.86,2392.07,2363.56,2334.86,2306.98,2279.70,2252.97,2227.06,2201.07,2174.91,2149.23,2124.00,2099.13,2074.72,2050.75,2027.03,2003.37,1980.15,1957.35,1933.81,1909.76,1886.34,1863.76,1841.64,1819.73,1797.87,1776.52,1755.35,1733.77,1712.46,1692.01,1671.91,1651.63,1631.85,1612.75,1593.59,1574.45,1555.44,1536.38,1517.74,1499.65,1481.61,1463.58,1445.97,1428.79,1411.72,1394.68,1377.83,1361.26,1345.01,1329.10,1313.21,1297.55,1282.10,1266.64,1251.37,1236.42,1221.67,1207.04,1192.64,1178.27,1164.03,1150.14,1136.21,1122.48,1109.09,1095.79,1082.71
80,7070.20,7104.71,6806.98,6557.80,6797.89,6588.42,6323.50,6191.00,6491.07,6078.58,6176.18,5922.78,6125.18,5839.32,5878.36,5829.51,5793.77,5550.75,5294.44,5502.34,5330.07,5339.00,5300.37,4967.75,4930.45,4755.40,4763.50,4680.30,4402.86,4226.33,4110.13,4181.45,4092.07,3952.85,4101.64,3939.07,3883.49,3867.93,3806.18,4250.91,3900.04,3842.55,3753.41,3718.68,3683.96,3649.96,3616.56,3584.28,3553.75,3524.53,3496.12,3467.65,3438.38,3408.24,3376.94,3343.71,3308.89,3273.22,3236.88,3200.28,3163.39,3126.59,3090.10,3053.56,3016.95,2980.50,2945.13,2910.59,2875.76,2841.00,2806.92,2773.18,2739.23,2706.04,2673.97,2641.91,2610.04,2579.10,2548.55,2518.54,2489.54,2460.63,2431.47,2402.66,2374.39,2346.74,2319.47,2292.57,2265.93,2239.53,2213.89,2188.33,2161.95,2135.21,2109.03,2083.69,2059.07,2034.62,2010.22,1986.42,1962.74,1938.75,1915.11,1892.17,1869.41,1846.92,1825.14,1803.78,1782.29,1760.76,1739.52,1718.31,1697.49,1677.29,1657.20,1637.18,1617.36,1598.11,1579.03,1559.99,1541.22,1522.75,1504.64,1486.71,1468.96,1451.52,1434.27,1417.03,1400.03,1383.35,1366.79,1350.46,1334.22,1318.06,1302.43,1286.86,1271.23,1255.98,1241.01,1226.21
81,7905.61,7700.32,7591.88,7175.88,7494.00,7332.73,6910.39,6980.16,7041.45,6747.51,6767.14,6629.97,6757.44,6387.92,6516.63,6522.14,6372.10,6284.06,6193.31,5525.14,6098.45,5933.45,5855.76,5626.43,5563.05,5363.08,5289.01,5289.46,4888.73,4819.65,4589.48,4731.40,4587.14,4418.73,4669.19,4353.56,4373.14,4469.46,4260.94,4827.78,4405.42,4346.41,4253.61,4216.95,4178.99,4141.19,4103.87,4066.75,4030.76,3996.77,3963.90,3931.45,3898.86,3865.26,3830.52,3794.27,3756.10,3716.31,3675.69,3634.70,3593.09,3551.27,3509.69,3468.51,3427.49,3386.22,3345.40,3305.90,3267.18,3228.10,3189.29,3151.23,3113.19,3075.36,3038.14,3002.04,2966.42,2930.88,2896.03,2861.68,2828.26,2795.68,2763.12,2730.39,2698.02,2666.43,2635.32,2604.66,2574.56,2544.76,2515.25,2486.29,2457.47,2427.97,2398.00,2368.54,2340.33,2312.81,2285.15,2257.80,2231.18,2204.67,2177.85,2151.23,2125.40,2100.06,2075.03,2050.41,2026.27,2002.23,1978.20,1954.43,1930.58,1907.30,1884.67,1862.13,1839.58,1817.32,1795.73,1774.32,1752.95,1731.89,1711.20,1690.91,1670.68,1650.81,1631.38,1611.92,1592.57,1573.55,1554.74,1536.14,1517.75,1499.56,1481.64,1463.88,1446.18,1428.87,1411.84,1395.02
82,8714.57,8748.47,8502.34,7974.60,8286.50,8146.85,7767.05,7784.84,7861.23,7529.16,7546.86,7249.41,7529.81,7139.74,7182.65,7210.21,7230.25,7049.22,7130.31,6612.86,6155.37,6804.94,6712.76,6275.21,6150.24,5902.55,5918.70,5857.76,5509.50,5475.76,5232.39,5230.03,5283.40,5033.86,5280.19,5021.30,5010.92,4904.54,4787.41,5370.27,4992.80,4930.50,4833.61,4796.24,4756.02,4714.60,4672.82,4631.16,4590.22,4550.52,4512.27,4474.94,4438.08,4400.58,4361.98,4321.81,4279.66,4235.96,4190.45,4144.09,4097.26,4049.94,4002.66,3955.46,3908.70,3862.40,3816.17,3770.44,3726.06,3682.46,3638.59,3594.99,3552.04,3509.47,3466.90,3424.98,3384.58,3344.55,3304.43,3265.40,3226.92,3189.02,3152.17,3115.57,3078.80,3042.34,3006.78,2971.72,2937.19,2903.26,2869.70,2836.38,2803.70,2771.37,2738.08,2704.30,2671.59,2639.76,2608.37,2577.32,2546.69,2516.68,2486.81,2456.65,2426.79,2397.75,2369.30,2340.93,2313.03,2286.07,2259.01,2231.96,2205.07,2178.19,2152.07,2126.63,2101.19,2075.66,2050.69,2026.38,2002.15,1978.19,1954.57,1931.24,1908.25,1885.53,1863.22,1841.12,1819.12,1797.43,1776.01,1754.87,1733.90,1713.16,1692.60,1672.34,1652.19,1632.43,1612.99,1593.79
83,9865.38,9440.38,9478.17,8918.72,9191.60,9034.60,8558.52,8636.64,8651.77,8406.38,8222.14,8068.50,8421.23,7884.74,7955.24,8088.04,7908.06,7797.68,7760.52,7633.18,7280.74,6733.05,7597.93,6964.69,6978.70,6644.63,6662.13,6622.05,6283.01,6200.66,5964.97,6057.81,5909.16,5757.42,5990.38,5799.99,5723.81,5714.97,5445.19,5997.30,5673.45,5606.49,5501.91,5462.89,5421.69,5377.79,5332.11,5285.66,5239.98,5194.74,5150.33,5107.21,5064.87,5022.61,4979.74,4935.13,4888.33,4840.06,4789.71,4737.27,4684.19,4630.97,4577.19,4523.08,4469.67,4417.11,4364.89,4312.80,4261.29,4211.26,4162.14,4112.78,4063.62,4015.22,3967.28,3919.40,3872.35,3826.77,3781.46,3736.35,3692.23,3648.64,3605.96,3564.55,3523.33,3481.65,3440.58,3400.45,3360.70,3321.56,3283.24,3245.22,3207.64,3170.89,3134.13,3096.68,3058.99,3021.84,2985.76,2950.51,2915.55,2880.87,2846.91,2813.23,2779.23,2745.46,2712.88,2680.63,2648.38,2617.16,2586.61,2556.07,2525.45,2495.01,2464.96,2435.44,2406.48,2377.82,2349.13,2320.92,2293.38,2266.12,2239.00,2212.30,2185.95,2159.87,2134.25,2108.91,2083.80,2059.03,2034.60,2010.55,1986.63,1962.82,1939.25,1916.18,1893.22,1870.52,1848.29,1826.31
84,10889.29,10706.17,10279.46,9972.72,10346.85,9847.09,9614.95,9426.93,9517.41,9024.70,9225.50,8956.24,9230.94,8732.30,9009.35,8901.19,8630.97,8694.92,8670.01,8473.32,8433.95,8050.92,7597.22,7947.06,7777.69,7520.09,7498.70,7398.90,6980.50,6996.82,6632.32,6918.97,6833.81,6567.20,6882.55,6516.55,6622.15,6357.27,6185.13,6977.10,6454.57,6381.96,6266.68,6221.52,6178.66,6133.70,6085.52,6035.11,5984.28,5933.85,5883.41,5833.75,5785.19,5737.10,5689.02,5639.56,5588.02,5534.32,5478.45,5420.27,5360.36,5299.92,5238.88,5177.53,5116.46,5056.14,4996.79,4937.94,4879.43,4821.37,4764.96,4709.63,4653.78,4598.29,4543.90,4489.88,4435.90,4382.98,4331.43,4280.26,4229.37,4179.41,4130.36,4082.41,4035.49,3988.69,3941.78,3895.56,3850.05,3805.04,3760.83,3717.45,3674.56,3632.04,3590.20,3548.67,3506.52,3463.79,3421.87,3381.39,3341.66,3302.08,3262.82,3224.42,3186.37,3147.82,3109.78,3072.79,3036.38,3000.26,2964.81,2930.33,2895.75,2861.03,2826.81,2792.76,2759.37,2726.83,2694.40,2662.01,2630.15,2598.96,2567.96,2537.37,2507.23,2477.37,2447.93,2418.78,2390.07,2361.75,2333.75,2306.21,2278.84,2251.66,2224.75,2198.30,2172.18,2146.16,2120.52,2095.35
85,11491.93,11978.13,11460.26,10904.82,11437.89,10956.86,10349.50,10546.40,10466.60,10123.70,10218.45,9878.93,10214.34,9675.12,9856.07,9757.46,9777.87,9373.31,9792.36,9432.69,9292.50,9394.19,9279.74,7973.16,8797.24,8434.17,8431.38,8271.78,7794.74,7817.71,7457.62,7710.01,7820.96,7274.43,7705.44,7449.76,7401.83,7303.03,7013.81,7771.72,7345.45,7265.32,7136.52,7081.36,7032.28,6985.31,6936.07,6883.24,6828.16,6772.26,6716.16,6660.30,6605.10,6550.59,6496.14,6440.98,6384.16,6325.07,6263.26,6198.72,6132.01,6063.42,5994.21,5924.97,5855.27,5786.29,5718.56,5651.71,5585.69,5519.54,5454.24,5390.84,5328.04,5265.20,5202.94,5141.58,5080.59,5019.90,4960.16,4902.04,4844.40,4786.79,4730.64,4675.50,4621.12,4567.98,4515.28,4462.30,4409.82,4358.57,4307.95,4258.02,4208.98,4160.37,4112.23,4064.99,4018.09,3970.30,3922.07,3874.97,3829.34,3784.35,3739.52,3695.20,3651.94,3608.92,3565.36,3522.36,3480.77,3439.71,3398.77,3358.81,3319.64,3280.38,3241.31,3202.83,3164.34,3126.48,3089.58,3052.90,3016.32,2980.34,2945.08,2910.11,2875.64,2841.47,2807.59,2774.27,2741.51,2709.15,2676.97,2645.23,2613.94,2582.98,2552.27,2521.92,2492.03,2462.18,2432.67,2403.84
86,13240.41,13028.72,12743.51,12061.56,12623.44,12199.79,11647.84,11610.62,11656.50,11277.07,11346.16,11007.84,11294.02,10667.67,10952.97,11042.25,10852.94,10686.14,10710.05,10296.03,10184.52,10358.41,10636.91,9600.36,8688.19,9532.82,9437.68,9244.92,8811.98,8726.72,8455.13,8795.63,8546.96,8333.28,8717.26,8447.01,8521.31,8369.39,8046.38,8908.30,8354.50,8264.13,8118.33,8051.96,7992.49,7938.76,7887.83,7834.38,7776.52,7715.98,7654.07,7592.20,7530.60,7469.03,7407.64,7345.93,7283.43,7218.88,7150.93,7079.53,7005.57,6929.11,6850.82,6772.25,6693.68,6615.37,6537.98,6461.68,6386.38,6311.65,6237.59,6164.37,6092.56,6022.08,5951.51,5881.40,5812.29,5743.67,5675.32,5608.20,5542.67,5477.58,5413.00,5349.77,5287.28,5225.83,5166.02,5106.49,5046.61,4987.72,4930.06,4872.85,4816.56,4761.20,4706.34,4652.11,4598.70,4545.51,4491.70,4437.50,4384.31,4332.64,4281.86,4231.45,4181.55,4132.59,4083.94,4034.98,3986.65,3939.62,3893.11,3846.98,3801.85,3757.48,3713.26,3669.28,3625.59,3582.12,3539.50,3497.70,3456.25,3415.07,3374.43,3334.60,3295.19,3256.13,3217.46,3179.25,3141.69,3104.78,3068.02,3031.69,2995.91,2960.47,2925.25,2890.57,2856.32,2822.23,2788.66,2755.66
87,14425.61,13912.43,13996.40,13336.41,13925.98,13345.99,12796.08,12826.22,12827.23,12223.81,12446.90,12111.28,12799.15,11763.46,11978.72,12035.67,11897.09,11735.73,11894.13,11409.33,11381.17,11467.41,11897.28,11111.22,10646.86,9388.17,10634.51,10553.66,9890.58,9707.19,9385.85,9655.39,9832.46,9423.28,9895.32,9539.89,9513.70,9576.30,9014.05,10205.59,9481.42,9380.21,9215.71,9137.92,9066.48,9002.24,8944.74,8889.67,8831.03,8767.77,8701.42,8633.54,8565.64,8497.40,8428.73,8360.32,8291.38,8220.41,8146.38,8068.53,7987.09,7902.31,7815.02,7726.22,7637.35,7549.20,7461.48,7374.36,7288.31,7203.93,7120.49,7037.33,6954.85,6874.27,6794.99,6715.69,6636.99,6559.29,6482.21,6405.75,6330.27,6256.56,6183.58,6110.78,6039.42,5969.16,5900.14,5832.81,5765.86,5698.79,5632.53,5567.35,5502.96,5439.61,5377.23,5315.44,5254.26,5193.93,5134.42,5073.89,5012.72,4952.93,4894.62,4837.44,4780.76,4724.46,4669.23,4614.44,4559.40,4505.00,4451.73,4399.35,4347.70,4296.82,4246.78,4196.85,4147.21,4098.11,4049.21,4001.05,3953.98,3907.37,3860.79,3814.94,3769.97,3725.50,3681.34,3637.67,3594.78,3552.49,3510.57,3469.19,3428.34,3387.92,3347.73,3308.10,3268.95,3230.24,3192.07,3154.38
88,15731.76,15798.56,15208.37,14514.46,15115.79,14682.27,13593.68,14037.63,14229.23,13245.58,13477.25,12986.97,13774.30,13156.59,13296.94,13205.32,13246.22,13134.05,13077.67,12699.42,12506.44,12802.88,12936.38,12403.19,12293.00,11468.61,10264.63,12277.21,11151.80,10909.61,10615.07,10909.56,10806.05,10385.09,11340.90,10725.34,10887.79,10887.86,10204.63,11324.61,10726.53,10612.07,10428.22,10339.58,10256.76,10180.97,10112.38,10050.62,9991.01,9927.21,9858.40,9786.07,9712.13,9637.64,9562.31,9486.45,9410.20,9332.53,9252.46,9168.39,9079.69,8986.69,8890.16,8791.17,8690.90,8591.40,8492.98,8394.66,8297.01,8201.24,8106.97,8013.21,7919.98,7827.51,7737.08,7648.61,7559.93,7471.52,7384.50,7298.49,7212.60,7127.88,7045.47,6963.66,6881.99,6802.06,6723.43,6645.90,6570.28,6495.38,6420.04,6345.57,6272.35,6200.01,6128.80,6058.67,5989.40,5920.77,5853.24,5786.09,5718.08,5649.76,5582.50,5516.92,5452.68,5388.89,5325.72,5263.65,5202.18,5140.45,5079.08,5019.34,4960.76,4902.60,4845.21,4788.91,4733.01,4677.17,4621.71,4566.66,4512.78,4459.96,4407.35,4354.97,4303.43,4252.90,4202.79,4153.09,4104.06,4055.65,4007.85,3960.80,3914.33,3868.34,3822.73,3777.68,3733.17,3689.05,3645.48,3602.54
